Company,Model,Year,Reviewer,Date,Title,Rating,Review
maserati,spyder,2002,Alexpapas, 05/12/2002,Great Replacement for MB SL500,4,"I bought this car for my wife to replace 
a 1998 MB SL500. The two could not be 
more different. This car has soul! It 
also drives beautifully,My wife mostly 
uses the auto mode which works great 
around town. The interior is as 
beautiful as a Ferrari and the 
performance is outstanding. It has a 
softer ride than Ferrari's 360 but has 
almost as much power and much more"
maserati,spyder,2002,MJC, 04/28/2002,There's nothing like a fast Italian!,4,"At long last I'm back in a convertible, 
and what a convertible it is. 
Everything about the look of this car 
is fabulous inside and out. But for 
those who believe that beauty is only 
skin deep, get in, hit the gas and hold 
on. This car is not only fast but it 
corners ""as if it's on rails"". Another 
nice feature is that at six foot three 
I fit comfortably in the car and also 
can get out gracefully. I was on a 
waiting list for the new SL500 but saw 
the Maserati at the car show.  With the 
luck of the Irish I was in my new 
Spyder 2 weeks later. If you enjoy the 
drive more than the destination, get 
this car it's a GREAT ride!"
maserati,spyder,2002,Raf Aviner, 07/19/2002,A wonderful convertible.,4,"Pros: This is a car that shows how 
Porsche cars should have been built 
post 993 model. Interior is gorgeous, 
and the performance is immense. The 
body styling is classic so it's looks 
won't fade. Handling is very good, and 
many thoughtful designer touches are 
added. Engineering is excellent.    
 
Cons: Why could the engineers not 
reduced the cowl shake???    
 
Overall Review: A great convertible 
that would have been perfect had 
Maserati managed to reduce cowl shake 
to the level of a Porsche Cabrio.  "
maserati,spyder,2003,S. Ricardo, 06/08/2003,Excellent Automobile--Prefered over Z8,5,"I own a Z8 and a Cambiocorsa, and the 
Maserati is the winner by far. Much 
more responsive, powerful, and agile. 
I love driving around town and 
watching people stare at this 
beautiful car. It is very fun waiting 
at a red light and challenging people 
to a race by reving it's massive 
engine. Scared a couple people off 
even while going slow. A+, EXCELLENT 
AUTO--HIGHLY RECOMMEND."
maserati,spyder,2003,Marco Maserati, 10/26/2008,FAST AND FUN,4,"The car is very exciting, from starting it up to parking it in your driveway. The look and feel of this vehicle is elegant yet very sporty. This car makes me feel great and the sound of this beast is awsome. This car does nothing but make me smile :) HIGHLY RECOMMEND!!"
maserati,spyder,2003,Ernesto, 07/21/2003,Maserati Spyder Cambiocorsa,5,"I find the car exciting.  I own a 
Ferrari Testarossa too, and I enjoy 
both cars with equal enthusiasm, 
however I love the F1 gear shift.

The car handle very well and I do not 
regret buying it.

Good job Ferrari and Maserati."
maserati,spyder,2003,Gian, 09/13/2003,Love This Car!,4,"This car has great acceleration. 
Incredible road holding capability. 
State of the art interior design. I was 
surpirsed with the all the safety 
features. It is a very driveable 
machine."
maserati,spyder,2003,timmy19, 09/13/2003,pure exhiliration,4,"my little baby is so so beautiful and 
so powerful. it is such an eye-catcher 
on the road. true pure exhilration. the 
only negative is a difficult-to-use and 
disppointing stereo system (the 
buttons.....can't fast forward....). 
once the song is on, the sound is 
excellent though."
maserati,spyder,2003,James Marshall, 10/25/2003,Maserati just as I thought it would be,5,"I thought this car was beautiful since
the first day I saw it and I have been
satisfied with it every since.  The car
runs great and is a great head-turner."
maserati,spyder,2003,JCAP, 01/25/2004,A lot more automobile,4,"This is a lot more automobile than a 
Mercedes with style that turns heads 
and performance which is a joy to 
drive."
maserati,spyder,2003,T.A. Summerlin, 05/24/2006,Beauty and sophistication,4,"I bought this car after owning two Ferraris. The warranty did the trick along with the understated elegance with extraordinary sound, performance, and beauty. "
maserati,spyder,2004,Jeff, 01/01/2005,Maserati Thrill Ride,4,"I bought my Maserati Spyder Cambiocorsa 
in May of 2004.  The car is a light 
metallic blue with a light tan and navy 
interior.  The car is fully optioned.  
The interior is the best looking 
interior of any car I have ever been 
in.  Leather is everywhere and it is of 
the highest quality.  While ferrari 
does own maserati they are very 
different cars. This car is a GT car, 
smoother ride and without the wild 
looks of a ferrari but it still gets 
tons of attention. It is in the same 
price range as the SL500 but much rarer 
and faster.  Do not get the nav system 
it is almost useless,  barely showing 
any information.  The paddle shifters 
are amazing, though the 6 speed manual 
is very smooth too."
maserati,spyder,2004,Francie, 12/05/2004,My second Spyder,4,"I got the very first Maserati Spyder delivered by Ferrari of Washington when the new model came out. I traded in my first, silver Maserati with a black interior, for a black Spyder with a tan interior.  I have driven it on the road and on the racetrack, it is totally responsive to all commands in both situations.  This car is tight, smooth, powerful, fast, and beautiful."
maserati,spyder,2004,NJDevil, 09/07/2004,Fun for the Money,4,"This car is a Ferrari in a Maserati 
body. The car handles great. I took 
it through an autocross, and it ate it 
up.It outhandled my friend's Ferrari 
360.The interior is classic Italian, 
beautifully stitched leather covers 
the entire interior.  The seats hug 
you and hold you in place for when you 
are at those high speeds.Also like an 
Italian sports car, all of the power 
is in the higher RPM's. If you are in 
the city or just cruising along, keep 
the car in the ""normal"" mode; as this 
gives you a softer ride and normal 
shifting. If you want to open it up, 
put it in ""Sport"" mode and push the 
pedal all the way to the floor and 
watch this baby perform.FYI-This 
en"
maserati,spyder,2004,West8, 12/04/2004,Fast & Fun,4,"After owning several comparable cars in the past the Maserati Spyder holds its own with preformance and style.  It's great to drive a car that is unique and not typically seen on the road.  Now my Porche spends much more time in the garage. The only problem I have found is in the design of the soft top.  When the lid is up there is an over the shoulder blind spot that creates a problem. But who cares...when is the lid up anyway? Other than that, this car is well worth the price tag."
maserati,spyder,2004,d blair, 09/22/2004,Midlife Crisis?? I don't think so!,4,"Ok so I am a 55 year old man who has 
come to the point in my life when I can 
afford some of the nicer things in 
life. I know this might be sounding 
like a CRISIS Eulogy.. but let me tell 
you after a week of The John Barber 
Racing School and then the following 
week my felivery of my Masserati and 
there is nothing midlife about this 
baby. ABSOLUTELY the finest piece of 
Machinery That I have ever had the 
pleasure of driving.. From the 
onlookers to the behind the wheel guts 
of this bad boy and it all becomes 
perfectly clear when the Italians Do It 
Better slogan comes from... WOW!!"
